emp_no,first_name,last_name,title,from_date,to_date
212991,Jovan,Delgrande,Senior Staff,1997-03-28,9999-01-01
212992,Xiong,Ferretti,Engineer,1995-01-14,9999-01-01
212993,Uno,Gaughan,Assistant Engineer,1997-11-30,9999-01-01
212994,Huai,Genin,Senior Engineer,1999-05-04,9999-01-01
212999,Bernt,Azevdeo,Engineer,1999-02-14,9999-01-01
213001,Pragnesh,Cummings,Engineer,1998-07-12,9999-01-01
213005,Werner,Khalil,Senior Staff,1997-01-06,9999-01-01
213006,Gino,Biran,Senior Engineer,1996-05-11,9999-01-01
213010,Magy,Lupu,Senior Engineer,1986-09-07,9999-01-01
213017,Younwoo,Binding,Staff,1995-09-15,9999-01-01
213024,Dipankar,Levasseur,Senior Engineer,1996-07-31,9999-01-01
213028,Koichi,Hutton,Engineer,1991-05-15,1996-01-14
213035,Shuichi,Nitsche,Senior Staff,1998-04-07,9999-01-01
213039,Oldrich,Docker,Senior Staff,2000-12-29,9999-01-01
213040,Rimon,Coors,Senior Engineer,1990-06-25,9999-01-01
213045,Lijia,Garnick,Senior Staff,1998-02-26,9999-01-01
213050,Miquel,Casperson,Senior Engineer,2001-03-26,9999-01-01
213053,Chiradeep,Redmiles,Senior Engineer,1996-08-06,1998-07-05
213059,Mitchel,Seiwald,Senior Staff,1993-11-11,9999-01-01
213061,Zeljko,Leuchs,Senior Staff,1993-09-07,9999-01-01
213064,Kamakshi,Otillio,Senior Engineer,1997-04-30,9999-01-01
213066,Udi,Skogmar,Senior Engineer,1993-01-24,9999-01-01
213069,Sajjad,Mikschl,Staff,1999-10-16,9999-01-01
213071,Jacqueline,Demian,Senior Staff,2001-07-10,9999-01-01
213073,Huai,Heemskerk,Senior Staff,1995-02-28,9999-01-01
213083,Wonhee,Nishimukai,Senior Staff,1993-05-23,9999-01-01
213085,Gonzalo,Poulakidas,Engineer,1996-01-23,1997-09-30
213096,Mandell,Takanami,Senior Staff,1998-08-12,9999-01-01
213101,Sajjad,Benveniste,Senior Staff,2002-02-01,9999-01-01
213103,Tomofumi,Chinen,Engineer,1997-10-09,9999-01-01
213105,Basim,Steenbeek,Senior Engineer,1991-03-11,9999-01-01
213107,Tadahiro,Reeker,Technique Leader,1989-12-13,9999-01-01
213113,Shigeichiro,Hammerschmidt,Senior Engineer,2000-01-31,9999-01-01
213116,Kagan,Hainaut,Senior Staff,1993-06-29,9999-01-01
213119,Mokhtar,Karner,Engineer,1996-02-25,9999-01-01
213126,Maia,Kolvik,Senior Staff,1996-09-06,9999-01-01
213135,Gadiel,Danlos,Engineer,1995-08-13,9999-01-01
213142,Douadi,Pehl,Senior Engineer,1995-04-28,9999-01-01
213144,Patricio,Luon,Senior Staff,1994-08-12,9999-01-01
213145,Hausi,Meriste,Senior Staff,1994-11-04,1997-09-24
213155,Mayuri,Kermarrec,Staff,1995-03-29,9999-01-01
213158,Frederique,Marquardt,Staff,1997-11-03,9999-01-01
213159,Arto,Picco,Senior Staff,2000-05-08,2001-08-22
213163,Sarita,Ullian,Engineer,1997-02-12,9999-01-01
213164,Tadahiko,Maccarone,Senior Engineer,2001-08-12,9999-01-01
213171,Kshitij,Hashii,Senior Staff,2001-05-21,9999-01-01
213174,Muneo,Poupard,Senior Engineer,1992-05-12,9999-01-01
213180,Aiman,Heuser,Senior Engineer,1993-09-02,9999-01-01
213196,Geoff,Chaudhury,Senior Staff,1999-05-09,9999-01-01
213201,Kinh,Perng,Senior Engineer,1989-08-07,1993-09-02
213212,Kazuhito,Lieblein,Senior Staff,1995-10-06,9999-01-01
213213,Zongyan,Rodite,Senior Engineer,1992-02-24,9999-01-01
213214,Vidya,Lalonde,Senior Engineer,1994-04-30,9999-01-01
213228,Itzchak,Iwayama,Senior Staff,1999-05-28,9999-01-01
213232,Halsur,Rodham,Senior Engineer,1993-08-22,1998-09-21
213235,Laurentiu,Wrigley,Technique Leader,1993-10-16,1994-12-11
213237,Radhika,Tagansky,Senior Engineer,1987-09-17,9999-01-01
213243,Shay,Marshall,Senior Engineer,1998-06-14,9999-01-01
213247,Steve,Tagansky,Senior Staff,1995-02-16,9999-01-01
213248,Along,Sudkamp,Senior Staff,1985-04-25,1986-07-08
213253,Wonhee,Kading,Senior Engineer,2002-05-09,9999-01-01
213258,Kersti,Carrere,Senior Staff,1986-08-12,1997-02-08
213266,Yinghua,Georgakopoulos,Senior Staff,1996-04-30,9999-01-01
213268,Anoosh,Pouyioutas,Staff,1998-12-04,9999-01-01
213271,Djenana,Acton,Senior Staff,1999-02-10,9999-01-01
213274,Hugo,Quadeer,Senior Staff,1999-03-30,9999-01-01
213290,Georgy,Makinen,Staff,1994-02-06,1995-02-07
213293,Rafols,Streng,Technique Leader,1985-05-17,9999-01-01
213308,Ramachenga,Leijenhorst,Senior Staff,2000-05-23,9999-01-01
213310,Quingbo,Apsitis,Senior Engineer,2002-01-09,9999-01-01
213312,Aron,McFarlan,Technique Leader,1988-02-22,9999-01-01
213314,Fumitake,Ventosa,Technique Leader,1998-12-17,9999-01-01
213316,Richard,Kading,Senior Staff,1997-08-18,9999-01-01
213317,Kellie,Juneja,Senior Staff,2000-04-30,9999-01-01
213319,Mart,Tyugu,Engineer,2002-02-12,2002-07-04
213323,Kiyotoshi,Teitelbaum,Senior Engineer,1998-03-21,2000-09-30
213327,Shiv,Alpin,Senior Engineer,1995-11-19,9999-01-01
213332,Shir,Hebden,Staff,1992-02-10,1992-11-29
213333,Idoia,Mullainathan,Senior Engineer,1999-03-15,9999-01-01
213334,Mikhail,Kolinko,Staff,1999-11-23,9999-01-01
213339,Zhigen,Slobodova,Senior Engineer,2001-06-06,9999-01-01
213342,Randy,Knightly,Senior Engineer,2000-06-18,9999-01-01
213360,Debaprosad,Antonakopoulos,Senior Engineer,1988-10-03,9999-01-01
213362,Emdad,Vendrig,Senior Engineer,1986-06-03,9999-01-01
213367,Werner,Jeong,Senior Engineer,2001-10-30,9999-01-01
213371,Rimon,Luft,Engineer,1997-02-24,9999-01-01
213375,Lillian,Matzke,Senior Engineer,1990-04-20,9999-01-01
213387,Jacopo,England,Senior Engineer,1997-07-13,9999-01-01
213388,Dines,Servi,Senior Staff,1989-03-15,9999-01-01
213389,Terresa,Melter,Engineer,1996-04-20,2001-01-10
213393,Hauke,Rossi,Technique Leader,1986-03-10,9999-01-01
213395,Goo,Hitomi,Senior Staff,1999-01-30,9999-01-01
213409,Chiranjit,Kowalchuk,Senior Engineer,1998-06-14,9999-01-01
213429,Sadun,Ballarin,Assistant Engineer,1988-05-26,1989-06-30
213430,Djelloul,Larfeldt,Senior Engineer,1998-02-25,9999-01-01
213436,Zdislav,Prenel,Senior Staff,1997-03-26,9999-01-01
213438,Gritta,Kobara,Engineer,1998-03-03,9999-01-01
213439,Masadi,Duclos,Senior Engineer,2002-07-14,9999-01-01
213445,Zvonko,Trachtenberg,Senior Engineer,2000-06-18,9999-01-01
213452,Lobel,Thimonier,Engineer,1996-05-10,1996-05-30
213454,Mona,Potthoff,Senior Staff,1991-02-16,9999-01-01
213455,Chenye,Lorho,Senior Staff,1991-07-09,9999-01-01
213460,Tsvetan,Farrel,Senior Engineer,1996-10-21,9999-01-01
213475,Fumitake,Mikschl,Engineer,1996-06-21,1998-04-27
213481,Remco,Binkley,Engineer,1993-02-11,1995-09-30
213484,Keiichiro,Demian,Staff,1998-07-06,9999-01-01
213487,Harjit,Vanwelkenhuysen,Senior Staff,2001-10-21,9999-01-01
213490,Gino,Bugrara,Engineer,1999-09-23,9999-01-01
213491,Sashi,Kaiser,Senior Engineer,1998-06-08,9999-01-01
213492,Subhrajyoti,Bahi,Senior Staff,1994-05-26,9999-01-01
213498,Christfried,Gire,Senior Engineer,1993-10-08,9999-01-01
213508,Somnath,Binding,Senior Engineer,1995-11-22,9999-01-01
213509,Sariel,Sidou,Technique Leader,1992-03-22,9999-01-01
213510,Marke,Wissmann,Senior Staff,1996-04-26,9999-01-01
213513,Bluma,Zyda,Senior Engineer,2001-12-05,9999-01-01
213515,Fai,Masamoto,Engineer,1990-10-09,1991-05-16
213517,Yuchang,Pfau,Senior Staff,1999-06-02,9999-01-01
213524,Bingning,Coney,Staff,1994-01-29,9999-01-01
213525,Kamran,Hellwagner,Senior Staff,1992-10-25,9999-01-01
213526,Fox,Srimani,Senior Staff,1994-08-23,9999-01-01
213529,Shaibal,Schusler,Senior Engineer,1993-08-25,9999-01-01
213532,Mayumi,Ertl,Senior Staff,1994-07-19,9999-01-01
213533,Hyuncheol,Encarnacion,Staff,1999-08-17,9999-01-01
213540,Amstein,Motley,Engineer,1993-06-06,1997-09-07
213543,Martien,Puppe,Senior Engineer,1999-08-01,9999-01-01
213548,Florina,Selvestrel,Engineer,1999-07-03,9999-01-01
213549,Aiman,Sidou,Engineer,1986-12-15,1989-11-17
213550,Lene,Schlumberger,Senior Engineer,2001-12-13,9999-01-01
213567,Pasqua,Redmiles,Senior Engineer,1995-09-25,9999-01-01
213578,Masamitsu,Rosay,Senior Engineer,1995-12-08,9999-01-01
213592,Kwok,Schaaf,Engineer,1995-05-19,9999-01-01
213598,Berhard,Godskesen,Senior Engineer,1991-11-19,1998-04-29
213601,Nidapan,Schoegge,Staff,1999-06-24,9999-01-01
213611,Mahmut,Barriga,Senior Engineer,2001-05-14,9999-01-01
213617,Deborah,Hiltgen,Senior Engineer,1993-12-12,1997-05-12
213620,Gita,Picco,Senior Engineer,1996-09-01,1998-04-27
213644,Jianhua,Chenoweth,Senior Staff,1997-10-27,9999-01-01
213646,Perla,Polajnar,Senior Staff,1999-11-22,9999-01-01
213658,Troy,Narahara,Engineer,1997-06-12,2001-09-20
213659,Gino,Vidal,Staff,1999-10-26,2001-11-13
213662,Parke,Rosen,Technique Leader,1986-04-18,9999-01-01
213667,Martina,Birch,Senior Engineer,1994-06-12,9999-01-01
213668,Vivian,Yurek,Staff,1997-05-12,1998-01-18
213670,Fei,Dolinsky,Assistant Engineer,1997-04-26,9999-01-01
213673,Chikako,Foong,Senior Engineer,2001-08-04,9999-01-01
213677,Ziya,Haraldson,Staff,1992-04-21,1998-11-23
213686,Chuanyi,Masamoto,Senior Staff,1995-07-18,9999-01-01
213691,Diederik,Schmezko,Engineer,1996-09-18,9999-01-01
213693,Martine,Gopalakrishnan,Engineer,1998-04-30,9999-01-01
213698,Subhankar,Avouris,Engineer,1987-03-13,1991-02-22
213699,Samphel,Nooteboom,Senior Engineer,1989-08-06,9999-01-01
213701,Chandrasekaran,Marletta,Staff,1996-12-29,9999-01-01
213704,Debaprosad,Fontan,Senior Staff,1998-02-10,9999-01-01
213705,Munehiro,Bennet,Senior Engineer,1989-04-07,2000-11-25
213710,Paloma,Avouris,Staff,1995-09-11,9999-01-01
213712,Remzi,Sankaranarayanan,Engineer,1998-02-13,9999-01-01
213723,Menkae,Trelles,Staff,1989-08-13,1990-05-01
213728,Kazuhisa,Emden,Senior Staff,1999-04-27,9999-01-01
213731,Nagui,Gustavson,Engineer,1999-10-16,9999-01-01
213734,Boaz,Sessa,Senior Staff,1993-07-23,9999-01-01
213736,Selwyn,Reistad,Engineer,1997-02-03,9999-01-01
213749,Harjit,Tchuente,Assistant Engineer,1999-03-08,9999-01-01
213759,Luerbio,Bahi,Senior Staff,1998-02-12,9999-01-01
213760,Moni,Greibach,Senior Engineer,1999-07-26,9999-01-01
213763,Herbert,Broder,Senior Staff,2000-07-21,9999-01-01
213766,Girolamo,Hiyoshi,Senior Staff,2002-03-24,9999-01-01
213778,Licheng,Pintelas,Senior Staff,1993-04-10,9999-01-01
213781,Reuven,Reistad,Senior Staff,1990-06-07,9999-01-01
213783,Tze,Benantar,Senior Engineer,1993-11-26,9999-01-01
213784,Premsyl,Takanami,Senior Staff,2000-09-17,9999-01-01
213786,Adas,Deyuan,Senior Staff,1996-01-14,9999-01-01
213798,Dzung,Randt,Senior Engineer,1990-11-15,9999-01-01
213800,Mang,Erez,Senior Engineer,2002-05-14,9999-01-01
213803,Yonghong,Lamba,Senior Engineer,2000-12-19,9999-01-01
213808,Masaki,Shumilov,Staff,1994-08-22,1996-06-01
213814,Hisao,Shimshoni,Senior Engineer,1997-09-22,9999-01-01
213817,Utpal,Ramaiah,Senior Staff,2002-01-13,9999-01-01
213820,Nahum,Baranowski,Staff,1996-05-05,2001-02-14
213831,Stafford,Radwan,Engineer,1994-08-18,9999-01-01
213833,Faiza,Botman,Senior Staff,1999-05-07,9999-01-01
213835,Tommaso,Rothenberg,Senior Engineer,1994-07-27,9999-01-01
213842,Fusako,Detkin,Senior Engineer,1995-12-02,9999-01-01
213844,Paloma,Jumpertz,Senior Staff,1989-06-14,1990-04-17
213846,Arnd,Jansch,Engineer,2000-07-16,9999-01-01
213849,Annemarie,Gilg,Senior Engineer,2000-07-08,9999-01-01
213851,Vivian,Fairtlough,Senior Engineer,1996-01-03,9999-01-01
213860,Kellyn,Onuegbe,Technique Leader,1992-10-30,9999-01-01
213862,Parviz,Fairtlough,Senior Staff,1987-10-16,1997-07-23
213864,Marl,Isard,Senior Staff,1998-06-10,9999-01-01
213867,Leni,Thimonier,Senior Staff,1993-05-31,9999-01-01
213875,Shaibal,Fiebach,Technique Leader,1988-02-23,1988-02-28
213877,Temple,Swick,Senior Engineer,1997-06-11,9999-01-01
213879,Xiaoqiang,Dusink,Senior Staff,1994-05-31,9999-01-01
213883,Rosine,Nergos,Engineer,1994-11-15,1998-04-21
213892,Gregory,Birke,Senior Engineer,1998-07-14,9999-01-01
213900,Aran,Denos,Engineer,1999-04-17,9999-01-01
213902,Yoshinari,Ratzlaff,Staff,1998-03-30,9999-01-01
213906,Sven,Gerteisen,Senior Staff,1994-09-11,9999-01-01
213914,Jeong,Klerer,Senior Staff,2001-12-31,9999-01-01
213920,Nevio,Neimat,Senior Staff,1993-08-03,9999-01-01
213931,Teruyuki,Bottner,Senior Staff,1997-07-06,9999-01-01
213935,Rosita,Kaminger,Technique Leader,1990-09-12,9999-01-01
213941,Lakshmi,Masada,Staff,1996-03-03,9999-01-01
213943,Arlette,Swab,Staff,1990-08-20,1993-03-19
213944,Goetz,Bondorf,Staff,1999-12-19,9999-01-01
213945,Qiwen,Imataki,Engineer,1997-12-02,9999-01-01
213947,Shir,Desikan,Technique Leader,1988-05-05,1995-05-23
213958,Bingning,Kossowski,Senior Staff,1988-11-16,1999-07-21
213960,Stella,Rahier,Engineer,1997-12-03,9999-01-01
213961,Jaideep,Weedon,Senior Engineer,2000-12-07,9999-01-01
213962,Pranjal,Rahier,Senior Staff,1987-02-13,9999-01-01
213964,Shawna,Limongiello,Senior Staff,1998-01-23,9999-01-01
213965,Ramalingam,Denny,Senior Staff,1991-01-07,9999-01-01
213966,Mayumi,Schade,Senior Engineer,1990-11-03,9999-01-01
213967,Gal,Candan,Senior Staff,1999-09-26,2000-12-17
213973,Nevio,Guerreiro,Engineer,1999-01-09,9999-01-01
213978,Jaewon,Eterovic,Senior Engineer,1993-07-23,9999-01-01
213981,Kazuyasu,Melski,Staff,1996-12-24,9999-01-01
213983,Arup,Angot,Senior Engineer,1990-11-12,9999-01-01
213988,Kellyn,Krichel,Technique Leader,1990-08-22,9999-01-01
213990,Ung,Simmen,Senior Engineer,1995-01-10,9999-01-01
213991,Miyeon,Erbe,Senior Staff,1993-07-07,9999-01-01
213997,Kerhong,Lambe,Senior Engineer,1988-07-17,9999-01-01
213998,Jiong,Navazio,Engineer,1999-07-22,9999-01-01
213999,Bogdan,Vigier,Senior Engineer,1998-10-12,9999-01-01
214000,Muneo,Staudhammer,Senior Engineer,2001-03-29,9999-01-01
214002,Sampalli,Sundgren,Senior Engineer,2002-02-11,9999-01-01
214008,Zhigen,Thimonier,Technique Leader,1998-07-21,9999-01-01
214010,Steen,Melski,Senior Engineer,1993-08-30,9999-01-01
214011,Chuanti,Hemaspaandra,Staff,1993-03-03,1997-08-09
214013,Tokuyasu,Herath,Senior Engineer,1999-10-02,9999-01-01
214014,Geraldo,Verhaegen,Technique Leader,1992-12-30,2002-04-26
214021,Leah,Gammage,Senior Engineer,2001-04-10,9999-01-01
214024,Zhilian,Kroll,Senior Engineer,1986-09-29,9999-01-01
214026,Constantijn,Brodal,Staff,1998-02-28,9999-01-01
214033,Genevieve,Junet,Senior Staff,1993-10-26,9999-01-01
214035,Shigehiro,Emiris,Staff,1997-09-04,2001-07-09
214047,Mari,Bernatsky,Senior Staff,1997-12-17,9999-01-01
214052,Yechezkel,Masaki,Senior Staff,1999-03-05,9999-01-01
214057,Basim,Adachi,Senior Engineer,1992-11-07,1996-06-29
214059,Shahar,McFarlin,Technique Leader,1987-03-17,9999-01-01
214071,Jordanka,Goldhammer,Senior Engineer,1994-12-22,9999-01-01
214078,Surveyors,Merli,Senior Staff,2002-04-27,9999-01-01
214085,Saeed,Baaz,Staff,1986-04-29,1990-09-03
214086,Gal,Landherr,Technique Leader,1998-10-12,9999-01-01
214090,Tsvetan,Janocha,Senior Staff,1994-09-24,9999-01-01
214094,Makato,Bernardeschi,Staff,1997-12-26,9999-01-01
214097,Hideyuki,Kroon,Senior Staff,2001-06-01,9999-01-01
214099,Holgard,Prenel,Senior Engineer,1986-01-01,9999-01-01
214104,Khoa,Kalorkoti,Assistant Engineer,1996-03-22,9999-01-01
214105,Krisda,Bhattacharjee,Senior Engineer,1995-01-21,9999-01-01
214108,Chiradeep,Ellozy,Senior Staff,1995-07-15,9999-01-01
214120,Sudhanshu,Kriebel,Senior Staff,1993-11-08,1993-11-11
214121,Saddek,Luks,Senior Engineer,1995-08-06,9999-01-01
214124,Xiaoqiang,Munro,Senior Staff,1990-03-05,1997-07-31
214127,Marsal,Gien,Staff,1989-05-17,1990-02-19
214129,Keiichiro,Lorin,Staff,1999-08-12,9999-01-01
214139,Lidong,Mahnke,Staff,1993-11-09,9999-01-01
214144,Duke,Oppitz,Engineer,1996-11-16,9999-01-01
214145,Steen,Ravishankar,Senior Staff,1987-05-19,9999-01-01
214146,Behnaam,Picci,Senior Staff,1997-08-16,9999-01-01
214147,Jianhua,Tzvieli,Senior Engineer,1999-02-26,9999-01-01
214148,Masoud,Bisiani,Engineer,1995-12-07,1998-08-19
214159,Khedija,Fabrizio,Senior Engineer,2001-01-09,9999-01-01
214161,Tsz,Strehl,Senior Staff,1992-03-15,9999-01-01
214166,Goncalo,Worfolk,Senior Engineer,1987-06-22,9999-01-01
214167,Zvonko,Reinhart,Senior Staff,1996-12-04,9999-01-01
214171,Sergi,Saoudi,Engineer,1995-08-06,9999-01-01
214178,Froduald,Bruckman,Senior Engineer,1997-11-26,9999-01-01
214183,Nathalie,Parfitt,Senior Staff,1996-01-19,9999-01-01
214186,Sivanarayana,Matzov,Senior Staff,1992-08-20,9999-01-01
214189,Panayotis,Junot,Senior Engineer,1993-09-08,9999-01-01
214191,Arnould,Lampe,Technique Leader,1989-05-14,9999-01-01
214193,Shaleah,Backhouse,Engineer,1986-07-27,1993-07-27
214198,Sumant,Bahl,Engineer,1997-03-10,2001-03-01
214204,Alexius,Glowinski,Senior Staff,1986-07-10,9999-01-01
214208,Ramachenga,Iacovou,Senior Staff,1994-05-15,1999-01-17
214209,Kersti,Peir,Senior Engineer,1998-01-29,2000-08-03
214211,Miomir,Peres,Senior Engineer,1996-12-25,9999-01-01
214216,Stabislas,Billawala,Senior Engineer,1994-06-01,9999-01-01
214220,Woody,Bahi,Senior Engineer,1997-06-03,9999-01-01
214221,Baruch,Kilgore,Senior Staff,1997-11-03,9999-01-01
214227,Makato,Jansen,Technique Leader,1998-08-06,9999-01-01
214234,Idoia,Ramaiah,Assistant Engineer,1996-06-15,2002-05-10
214237,Reinhold,Kaminger,Technique Leader,1985-07-22,1991-12-14
214241,Toshimo,Strandh,Senior Engineer,1994-08-11,9999-01-01
214258,Insup,Farrar,Senior Engineer,1991-08-28,9999-01-01
214270,Uri,Egerstedt,Senior Staff,2002-01-24,9999-01-01
214274,DeForest,Ishibashi,Engineer,1997-04-21,2001-04-21
214279,Muzhong,Bahk,Senior Staff,1994-06-19,9999-01-01
214281,Toshiki,Erez,Staff,1997-10-05,9999-01-01
214282,Yurii,Kragelund,Senior Staff,2001-09-18,9999-01-01
214284,Masanao,Slaats,Staff,1996-07-19,9999-01-01
214305,Shridhar,Erez,Staff,1999-10-19,9999-01-01
214307,Adam,Lamma,Senior Engineer,1995-01-25,9999-01-01
214317,Thodoros,Kugler,Staff,1998-06-24,9999-01-01
214322,Billie,Milicic,Engineer,2001-11-14,9999-01-01
214323,Gianluca,Yetim,Engineer,1999-11-08,9999-01-01
214324,Uta,Felder,Engineer,1986-11-27,1992-02-28
214326,Gianluca,Grabner,Senior Engineer,2001-11-18,9999-01-01
214327,Jaewoo,Solares,Senior Staff,1992-12-10,9999-01-01
214335,Sven,Mamelak,Staff,1995-04-21,9999-01-01
214338,Mountaz,Rahimi,Assistant Engineer,1999-07-22,2000-02-24
214347,Duangkaew,Denny,Technique Leader,1997-02-01,9999-01-01
214350,Sanjit,McAffer,Senior Engineer,1994-04-29,2001-11-08
214357,Uno,Coney,Senior Engineer,1995-08-04,9999-01-01
214358,Ravishankar,Pileggi,Senior Staff,1999-10-15,9999-01-01
214360,Hyuncheol,Halloran,Staff,1999-05-30,9999-01-01
214364,Kwangho,Siksek,Staff,1997-07-07,9999-01-01
214365,Steen,Vernadat,Senior Engineer,1998-10-31,9999-01-01
214366,Nectarios,DasSarma,Staff,1998-08-03,1998-10-13
214370,Przemyslawa,Polupanov,Senior Engineer,1996-07-19,9999-01-01
214371,Steve,McAlpine,Staff,1987-07-09,1988-10-12
214376,Jingling,Krogh,Engineer,1994-01-08,9999-01-01
214381,Jacopo,Lamma,Senior Engineer,1994-09-07,1999-09-27
214395,Luerbio,Gihr,Senior Engineer,2001-04-11,9999-01-01
214397,Taiji,Szemeredi,Senior Staff,1997-05-25,2001-05-28
214402,Shooichi,Murtha,Staff,1996-08-13,2001-02-04
214406,Isamu,Nitsch,Senior Staff,1998-12-22,9999-01-01
214417,Alselm,Czap,Engineer,2002-04-26,9999-01-01
214419,Bowen,Kopetz,Senior Engineer,1999-01-17,9999-01-01
214422,JoAnna,Larfeldt,Senior Engineer,1998-12-07,9999-01-01
214430,Kirk,Hofman,Senior Engineer,1994-06-30,9999-01-01
214436,Ashish,Panangaden,Staff,1999-09-07,9999-01-01
214440,Vitali,Yemenis,Senior Engineer,1989-11-05,9999-01-01
214441,Padma,Sgarro,Senior Staff,1994-12-17,9999-01-01
214443,Zhongwei,Cooman,Senior Engineer,1989-05-22,9999-01-01
214444,Lokesh,Bach,Senior Engineer,1995-03-01,9999-01-01
214445,Shaw,Decleir,Engineer,1994-04-28,9999-01-01
214446,Barry,Mersereau,Assistant Engineer,1998-08-17,9999-01-01
214447,Krisda,Ariola,Engineer,1996-06-04,1997-07-07
214448,Gay,Baby,Senior Engineer,1988-04-10,9999-01-01
214451,Tristan,Scallan,Senior Staff,1993-06-02,9999-01-01
214454,Danny,Ponthieu,Senior Engineer,1999-10-24,9999-01-01
214456,Eran,Baik,Senior Staff,1990-01-10,1991-12-20
214461,Barun,Middleton,Senior Engineer,1989-05-31,9999-01-01
214470,Ortrun,Yoshizawa,Assistant Engineer,1995-07-14,9999-01-01
214482,Henk,Staelin,Staff,1996-02-04,2000-01-15
214494,Alper,Codenie,Senior Engineer,1999-05-14,9999-01-01
214496,Gunilla,Halevi,Staff,1999-03-08,9999-01-01
214499,Takahira,Schade,Senior Staff,1997-03-16,9999-01-01
214506,Vishv,Fortenbacher,Senior Engineer,1994-07-24,9999-01-01
214508,Arvin,Limongiello,Senior Engineer,1985-08-05,9999-01-01
214511,Masaki,Marquardt,Senior Engineer,1994-02-18,9999-01-01
214512,Ishfaq,Munck,Senior Engineer,1997-09-16,9999-01-01
214513,Waiman,Taubenfeld,Engineer,1998-12-31,9999-01-01
214520,Oscar,Ponthieu,Senior Staff,2001-01-25,9999-01-01
214531,Remmert,Hutton,Senior Staff,2001-01-30,9999-01-01
214538,Vidya,Zirintsis,Engineer,1998-05-30,1999-08-31
214540,Boaz,Butner,Senior Staff,1989-06-02,9999-01-01
214543,Kazuhito,Ghandeharizadeh,Senior Staff,1990-07-30,1995-01-28
214546,Sanjoy,Kaelbling,Senior Engineer,1998-12-15,9999-01-01
214553,Claude,Madeira,Engineer,1996-10-30,9999-01-01
214560,Pradeep,Erez,Senior Staff,1985-05-24,9999-01-01
214563,Basil,Ramras,Senior Engineer,2001-01-22,9999-01-01
214570,Kiyokazu,Apsitis,Engineer,1997-09-11,9999-01-01
214572,Yucel,Yavatkar,Staff,1999-06-02,9999-01-01
214575,Sudharsan,Schonegge,Senior Engineer,1999-04-19,9999-01-01
214577,Vidya,Conry,Senior Staff,1992-12-17,1998-09-04
214578,Kensei,Anger,Senior Engineer,1999-03-25,9999-01-01
214580,Xiaoqiu,Daescu,Engineer,2001-05-14,9999-01-01
214593,Volkmar,Vural,Senior Staff,1998-01-14,9999-01-01
214601,Boguslaw,Schmezko,Staff,1994-10-17,9999-01-01
214605,Mario,Rosenbaum,Senior Engineer,1996-05-18,9999-01-01
214608,Nalini,Fujisawa,Assistant Engineer,1998-06-07,9999-01-01
214619,Halsur,Ranka,Senior Staff,1992-11-26,9999-01-01
214623,Genta,Wegerle,Senior Staff,1998-12-25,9999-01-01
214628,Shao,Kambil,Staff,1995-11-04,9999-01-01
214631,Kazuyasu,Bharadwaj,Senior Engineer,1999-04-13,9999-01-01
214637,Prasadram,Botman,Senior Engineer,2001-12-13,9999-01-01
214642,Breannda,Bahr,Senior Engineer,1997-06-10,9999-01-01
214653,Mohammed,Gelosh,Technique Leader,1996-01-05,9999-01-01
214657,Yurii,Papsdorf,Senior Engineer,2001-08-24,9999-01-01
214662,Toshimitsu,Peral,Engineer,1998-10-06,2001-02-24
214663,Bangqing,Baez,Senior Engineer,1991-05-01,9999-01-01
214665,Mana,Eickenmeyer,Assistant Engineer,1995-11-18,9999-01-01
214666,Srinidhi,Stassinopoulos,Assistant Engineer,1997-08-07,9999-01-01
214670,Kamakshi,Lyonns,Senior Staff,2002-07-06,9999-01-01
214674,Zissis,Saoudi,Senior Staff,1991-04-07,9999-01-01
214675,Sadun,Horswill,Senior Engineer,1995-09-07,9999-01-01
214681,Edwin,Dulli,Engineer,1997-11-22,9999-01-01
214682,Jaroslava,Neimat,Senior Staff,1995-12-19,9999-01-01
214685,Lubomir,Whitcomb,Engineer,1988-11-30,1994-07-18
214693,Garnet,Kuzuoka,Senior Engineer,1992-04-15,9999-01-01
214694,Akeno,Schade,Senior Staff,1992-09-22,1992-11-21
214704,Mingsen,Mundy,Technique Leader,1991-02-13,9999-01-01
214715,Pragnesh,Perly,Senior Engineer,1989-10-25,1999-03-26
214719,Tristan,Skrikant,Senior Engineer,1987-02-27,9999-01-01
214725,Nigel,Weedon,Senior Engineer,1998-04-17,9999-01-01
214727,Berthier,Koprowski,Senior Engineer,1993-06-18,9999-01-01
214731,Masami,Kobuchi,Senior Engineer,1999-08-29,9999-01-01
214738,Caolyn,Cunliffe,Senior Engineer,1996-05-05,9999-01-01
214739,Shuho,Khasidashvili,Senior Staff,1999-08-30,9999-01-01
214741,Xiahua,Piazza,Senior Engineer,1994-06-24,9999-01-01
214744,Gill,Dehkordi,Senior Staff,1996-09-07,9999-01-01
214747,Rutger,Grospietsch,Staff,1996-09-06,1999-01-02
214749,Suebskul,Hiltgen,Staff,1999-07-18,9999-01-01
214753,Stafford,dAstous,Senior Engineer,2002-04-22,9999-01-01
214757,Morris,Riesenhuber,Staff,1999-08-24,9999-01-01
214758,Remmert,Bruckman,Senior Engineer,1996-08-12,9999-01-01
214768,Yakichi,Guardalben,Engineer,1998-11-06,9999-01-01
214769,Augustine,Peir,Staff,1998-09-23,2001-01-24
