emp_no,first_name,last_name,gender,salary,to_date
246854,Roddy,Gips,M,46342,9999-01-01
246858,Dannz,Swist,M,40000,9999-01-01
246866,Huican,Carrera,M,59700,9999-01-01
246437,Michaela,Badache,M,44705,9999-01-01
247023,Masami,Perry,M,40000,1994-04-08
246873,Shaz,Vilarrasa,F,51585,9999-01-01
246881,Atreyi,Karcich,M,63585,9999-01-01
246901,Khue,Heinisuo,F,42847,9999-01-01
246904,Carrsten,Armand,M,66527,9999-01-01
246915,Masamitsu,Pollock,F,40000,9999-01-01
246919,Menkae,Perin,F,107316,9999-01-01
246930,Kitty,Anguita,F,67266,9999-01-01
246935,Kolar,Vernadat,M,40000,1996-06-14
246947,Arvind,Montemayor,M,43073,9999-01-01
246947,Arvind,Montemayor,M,43073,2001-10-05
246954,Mack,Nishimukai,M,40000,2000-09-15
246957,Juichirou,Gini,F,46708,9999-01-01
246959,Tomoyuki,Lindenbaum,F,51849,9999-01-01
246964,Tamiya,Gulla,M,52639,2002-05-07
247024,Hideo,Leaver,F,40000,2000-09-22
246976,JoAnne,Markovitch,M,40000,2002-04-13
246976,JoAnne,Markovitch,M,40000,1998-08-29
247035,Jaques,Randi,F,40000,1993-02-16
246979,Youjian,Wuwongse,F,66557,9999-01-01
246984,Taizo,Fraisse,M,40000,9999-01-01
246997,Jaewon,Aloia,M,40000,9999-01-01
247055,Fan,Peris,F,52756,9999-01-01
247168,Taisook,Barriga,M,47569,9999-01-01
247170,Wonhee,Lanteri,F,40000,9999-01-01
247056,Syozo,Figueira,M,72384,9999-01-01
247178,Eckart,Olivero,M,40000,1987-01-12
247185,Yishai,Stifter,M,54430,1999-11-10
247185,Yishai,Stifter,M,54430,9999-01-01
247059,Jahangir,Murtagh,M,40000,2000-02-12
247198,Conrado,Zultner,M,48391,9999-01-01
247206,Jordanka,Ishibashi,M,70886,9999-01-01
247060,Pranay,Bamford,F,40000,9999-01-01
247210,Guoxiang,Kuzuoka,M,49246,9999-01-01
247216,Georg,Bazzichi,M,40000,9999-01-01
247220,Aimee,Miyakawa,F,72579,9999-01-01
247065,Shakhar,Zedlitz,M,87808,9999-01-01
247230,Kasturi,Nollmann,F,68436,1999-10-22
247230,Kasturi,Nollmann,F,68436,2000-09-12
247232,Mariangiola,Mandelberg,F,40000,9999-01-01
247242,Yuping,Katiyar,F,74002,1999-05-11
247084,Collette,Yurek,M,40000,9999-01-01
247250,Thodoros,Nittel,M,51319,1994-04-11
247256,Patricio,Reutenauer,M,102719,9999-01-01
247273,Ranga,Kilgour,F,51660,2000-01-14
247284,Gina,Otillio,M,58804,9999-01-01
247086,Boaz,Mundy,F,53028,9999-01-01
247104,Jinya,Schnelling,F,46014,9999-01-01
247293,Marsja,Gils,M,64371,2002-03-25
247299,Yinlin,Whitcomb,F,40313,1988-02-02
247299,Yinlin,Whitcomb,F,40313,9999-01-01
247301,Chriss,Luke,M,42506,1993-04-18
247306,Berry,Rosaz,F,40000,9999-01-01
247311,Pranay,Bolsens,F,40000,9999-01-01
247312,Atreyi,Parfitt,M,65589,2000-05-03
247315,Fei,Lorho,M,55144,9999-01-01
247318,Sarita,Baek,M,64082,9999-01-01
247322,Samphel,Biran,M,41757,1995-02-17
247323,Shaz,Godskesen,M,46312,9999-01-01
247329,Syozo,Boyle,M,51021,1998-09-15
247331,Lucian,Farris,F,40000,1993-06-04
247332,Hugo,Gerlach,M,43849,9999-01-01
247335,Dante,Bottner,M,70959,9999-01-01
247338,Giri,Pardalos,M,50605,9999-01-01
247108,Radoslaw,Peres,M,49309,2000-07-02
247116,Adil,Lambe,F,40000,9999-01-01
247377,Yurij,Bondorf,M,44802,9999-01-01
247118,Khaled,Panwar,F,44592,9999-01-01
247395,Xiaoshan,Gargeya,F,40000,1996-10-22
247395,Xiaoshan,Gargeya,F,40000,1996-05-29
247400,Huei,Chappelet,M,40000,9999-01-01
247401,Sudharsan,Iivonen,M,49364,9999-01-01
247402,Mart,Ermel,M,40000,1993-03-29
247408,Aamod,Perez,F,54944,9999-01-01
247410,Arif,Spataro,M,55660,9999-01-01
247411,Anyuan,Hedayat,M,67972,9999-01-01
247412,Jaihie,Brodie,F,51201,9999-01-01
247135,Yaghout,Bage,M,44320,9999-01-01
247427,Uinam,Schaaf,F,55784,9999-01-01
247434,Yoshinari,Horswill,F,80765,1998-01-19
247135,Yaghout,Bage,M,44320,1996-05-07
247136,Shalesh,Honiden,F,40000,2000-01-24
247442,Mantis,Fordan,M,40000,1994-06-22
247442,Mantis,Fordan,M,40000,9999-01-01
247446,Paddy,Comte,M,40000,1988-02-15
247449,Anneli,Percebois,M,40000,9999-01-01
247453,Khoa,Flasterstein,M,71454,9999-01-01
247150,Xiaopeng,Cochrane,M,40000,1999-08-15
247458,Minghong,Monkewich,M,40000,9999-01-01
247472,Mayuko,Rossi,M,46274,9999-01-01
247477,Alenka,Kropp,M,101744,9999-01-01
247485,Mrinalini,Luby,F,56637,9999-01-01
247577,Yuqun,Pileggi,M,59459,9999-01-01
247501,Sadegh,Schlenzig,M,40000,1999-09-02
247501,Sadegh,Schlenzig,M,40000,1998-06-17
247502,Yinlin,Iivonen,M,88889,9999-01-01
247518,Yefim,Siprelle,F,56006,1997-04-03
247518,Yefim,Siprelle,F,56006,9999-01-01
247537,Muzhong,Eldridge,M,47016,9999-01-01
247538,Fatemeh,Verspoor,F,70226,9999-01-01
247540,Parviz,Murthy,F,81111,2001-07-07
247540,Parviz,Murthy,F,81111,9999-01-01
247541,Heejo,Bednarek,F,51582,1992-01-09
247590,Venkatesan,Chinen,F,43530,9999-01-01
247559,Yechezkel,Szilard,M,70081,9999-01-01
247569,Toshimori,Cesareni,F,40000,2001-01-14
247577,Yuqun,Pileggi,M,59459,1990-11-05
247594,Paraskevi,Showalter,M,47190,9999-01-01
247634,Shiv,Axelband,F,40000,9999-01-01
247722,Roselyn,Molenkamp,M,40000,9999-01-01
247729,Filipp,Morris,F,51795,1997-08-14
247729,Filipp,Morris,F,51795,9999-01-01
247731,Khatoun,Kopetz,M,40000,9999-01-01
247761,Kazunori,Bresenham,F,46434,9999-01-01
247763,Remzi,Cincotta,M,55402,9999-01-01
247769,Vugranam,Melton,F,40000,9999-01-01
247774,Pranay,Jeansoulin,M,69832,9999-01-01
247777,Shen,Herath,M,40000,9999-01-01
247784,Ortrud,Kaelbling,F,45089,9999-01-01
247790,Goo,Apsitis,M,60397,9999-01-01
247807,Aemilian,Azumi,F,40000,9999-01-01
247808,Sadun,Mitina,F,40000,9999-01-01
247817,Chaoyi,Morrow,M,55393,9999-01-01
247826,Xiaoheng,Kopetz,M,40000,9999-01-01
247827,Arif,Lund,M,82733,9999-01-01
247855,Shao,Yamaashi,M,53566,9999-01-01
247858,Conor,Fritzsche,M,70843,9999-01-01
247860,Inderjeet,Ruther,M,68643,9999-01-01
247863,Pranav,Bugaenko,M,40000,9999-01-01
247872,Ger,Imataki,F,71823,9999-01-01
247876,Felicidad,Beetstra,M,58680,9999-01-01
247877,Amabile,Jarecki,F,49858,9999-01-01
247878,Doohun,Peha,F,54955,9999-01-01
247880,Saniya,Oxenboll,M,66704,9999-01-01
247887,Ashish,Preusig,M,91473,9999-01-01
247898,Karoline,Krohn,F,41154,9999-01-01
247900,Tuval,Denis,M,68940,9999-01-01
247900,Tuval,Denis,M,68940,1987-04-07
247910,Mohan,Merli,F,46059,9999-01-01
247919,Volkmar,Piveteau,F,48862,1986-05-26
247919,Volkmar,Piveteau,F,48862,9999-01-01
247920,Shunichi,Miculan,M,40000,9999-01-01
247942,Marjo,Merle,M,63464,9999-01-01
247951,Heeju,Rando,M,73051,1991-05-01
247959,Moni,Piancastelli,F,40000,9999-01-01
247963,Charlene,Back,F,40000,9999-01-01
247967,Denny,Varker,F,49881,9999-01-01
247968,Pintsang,Zweizig,M,61772,9999-01-01
247971,Berni,Zweizig,M,73441,9999-01-01
247973,Xuejun,Simmel,F,40000,9999-01-01
247645,Feiyu,Sundgren,M,40000,9999-01-01
247984,Gaetan,Srimani,F,40000,9999-01-01
248000,Turgut,Thorensen,M,40000,9999-01-01
247667,Pranjal,Egerstedt,F,58836,9999-01-01
248008,Georgi,Wuwongse,F,49589,2001-10-03
248012,Shirish,Menhoudj,F,40000,9999-01-01
248019,Adel,McDermid,M,44341,9999-01-01
248023,Sverrir,Badache,M,45706,9999-01-01
248035,Chikako,Maraist,F,45760,9999-01-01
248038,Golgen,Stellhorn,M,52235,9999-01-01
248049,Lunjin,Henseler,M,40000,9999-01-01
248050,Conrado,Simmen,F,40000,9999-01-01
248056,Suzette,Kroha,M,49021,9999-01-01
247675,Toong,Stemann,M,44196,2000-07-14
248063,Lidong,Genther,M,56626,1999-05-27
248063,Lidong,Genther,M,56626,9999-01-01
248066,JiYoung,Hebden,F,40000,9999-01-01
248079,Jahangir,Berstel,M,54139,1997-01-27
248083,Zdislav,Wielonsky,F,40043,9999-01-01
248084,Noritoshi,Renear,M,60370,9999-01-01
248085,Emdad,Marciano,F,46341,9999-01-01
248087,Christoph,Engelmann,F,40000,9999-01-01
248092,Macha,Marzano,F,70442,9999-01-01
247677,Weidon,Kavvadias,M,44528,9999-01-01
247678,Vugranam,Khalid,M,45231,9999-01-01
248125,Golgen,Rosaz,M,51912,1993-09-09
248130,Jacqueline,Bahr,F,53992,9999-01-01
247681,Alejandra,Muniz,F,40000,9999-01-01
248134,Fayez,Bernardeschi,M,40000,9999-01-01
248141,Karlis,Pietracaprina,M,50528,1989-09-28
248144,Georgi,Conti,F,57176,2000-01-29
247689,Gennadi,Fadgyas,F,43909,9999-01-01
247691,Mechthild,Oberman,F,40000,2001-03-17
247691,Mechthild,Oberman,F,40000,2001-01-07
248172,Alassane,Couchot,M,48284,9999-01-01
247702,Elzbieta,Vidal,M,40000,9999-01-01
247706,Goa,Sethi,M,52775,9999-01-01
248214,Kazuhito,Hennings,F,74048,1999-11-17
248219,Parviz,Levasseur,M,54045,9999-01-01
248224,Baruch,Ranta,M,87363,9999-01-01
248227,Zhiguo,Spell,F,40000,9999-01-01
248230,Eberhardt,Barvinok,M,53067,1988-10-19
248232,Hinrich,Rodiger,F,81411,2002-02-07
248232,Hinrich,Rodiger,F,81411,9999-01-01
248233,Annemarie,Dayana,M,54015,9999-01-01
248234,Ziyad,Constantine,M,40000,2002-05-15
247714,Vivian,Swist,M,80889,9999-01-01
248245,Kwangyoen,Ramaiah,F,52657,1999-05-09
248259,Tze,Serre,M,40000,9999-01-01
248264,Niteen,Ligten,M,44543,9999-01-01
248268,Ger,Wendorf,F,86422,1992-01-04
247715,Harjit,Scharstein,M,81381,9999-01-01
248277,Yinlin,Boyle,M,45872,9999-01-01
248437,Frederique,Porotnikoff,F,71767,9999-01-01
248292,Arunas,Bugrara,M,52830,9999-01-01
248295,Francesca,Rathonyi,F,48665,9999-01-01
248303,Subir,Hambrick,M,50157,9999-01-01
248304,Xiaoshan,Krohn,M,56773,9999-01-01
248310,Christophe,Ratnakar,M,69869,9999-01-01
248310,Christophe,Ratnakar,M,69869,1995-07-26
248312,Sanjit,Bierman,F,44257,1999-05-05
248320,Phuoc,Rehfuss,M,40000,9999-01-01
248324,Rimli,Minakawa,M,46534,9999-01-01
248327,Xuejia,Siprelle,M,40000,9999-01-01
248443,Zengping,Melton,M,40729,9999-01-01
248335,Gaetan,Tibblin,M,40000,9999-01-01
248335,Gaetan,Tibblin,M,40000,1989-01-01
248336,Amstein,Vitiello,F,76219,9999-01-01
248340,Maris,Dalphin,M,40000,9999-01-01
248454,Seongbae,Swab,M,51717,9999-01-01
248361,Luigi,Axelband,F,40000,9999-01-01
248374,Dipankar,Speckmann,F,51583,9999-01-01
248377,Felicidad,Luks,F,40000,9999-01-01
248386,Yannik,Ernst,M,49574,9999-01-01
248389,Yunming,Weedon,F,40000,9999-01-01
248454,Seongbae,Swab,M,51717,2000-06-22
248456,Jinpo,Brender,F,58465,9999-01-01
248458,Gro,Deverell,F,60814,1992-05-31
248414,Shushma,Staylopatis,M,57497,1996-02-05
248416,Lubomir,Ferretti,F,56420,9999-01-01
248419,Toshimo,Ranst,M,57484,9999-01-01
248462,Filipe,Gecsei,M,55603,9999-01-01
248475,Masoud,Wursthorn,M,47060,9999-01-01
248571,Jiakeng,Vesna,M,62435,9999-01-01
248572,Filipp,Fetvedt,M,95759,9999-01-01
248580,Flemming,Borovoy,M,40000,9999-01-01
248586,Divier,VanScheik,F,40000,2001-09-24
248586,Divier,VanScheik,F,40000,9999-01-01
248599,Chinhyun,Luit,M,80295,9999-01-01
248600,Gio,Condotta,M,46533,9999-01-01
248478,Baocai,Woycyznski,F,48784,1991-09-16
248609,Eirik,Chimia,M,46767,9999-01-01
248614,True,Rodiger,F,48798,9999-01-01
248486,Karoline,Nishimukai,M,52833,9999-01-01
248626,Yolla,Gruenwald,M,44424,9999-01-01
248627,Arvin,Desikan,F,40000,1995-11-21
248631,Sungwon,Pezzoli,M,63144,9999-01-01
248632,Zijian,Clemencon,M,74584,9999-01-01
248640,Jessie,Eiter,M,43486,9999-01-01
248642,Harjit,Shihab,M,40000,1995-08-18
248642,Harjit,Shihab,M,40000,1990-08-09
248648,Zhiwei,Schlenzig,M,40000,9999-01-01
248650,Vitali,Onuegbe,M,40000,9999-01-01
248659,Yoshimitsu,Encarnacion,F,40000,9999-01-01
248669,Mansur,Perz,M,74539,9999-01-01
248686,Danil,Awdeh,F,40000,9999-01-01
248688,Percy,Zlotek,M,45640,9999-01-01
248706,Panayotis,Azuma,M,81045,9999-01-01
248710,Fabrizio,Hockney,M,63763,9999-01-01
248710,Fabrizio,Hockney,M,63763,2000-02-08
248713,Valter,Gaughan,F,40000,9999-01-01
248719,Chenxi,Erol,M,70743,1994-11-22
248719,Chenxi,Erol,M,70743,1991-12-16
248733,Taiji,Panangaden,M,46977,2002-01-09
248734,Mostafa,Ranst,M,41595,9999-01-01
248741,Krassimir,Parhami,M,57870,1992-10-31
248743,Leif,Bahr,M,40000,9999-01-01
248755,Kyoichi,Ranka,F,45761,9999-01-01
248765,Vidar,Schaft,F,46066,1989-10-08
248502,Sham,Vecchi,F,53222,9999-01-01
248818,Yefim,Suomi,M,50354,9999-01-01
248820,Howell,Seiwald,M,55115,9999-01-01
248826,Jaana,Oxenboll,M,40000,9999-01-01
248826,Jaana,Oxenboll,M,40000,1998-03-02
248515,Duro,Swiler,M,77147,9999-01-01
248524,Jayesh,Huxford,F,44888,1993-03-23
248859,Arvind,Baar,M,58958,9999-01-01
248860,Sreenivas,Carrere,M,42988,9999-01-01
248871,Bokyung,Ozeki,M,45827,9999-01-01
248872,Vishv,Schmiedel,M,40000,1994-11-18
248537,Fumino,Cyne,M,52564,9999-01-01
248885,Xiong,Kieras,F,82421,9999-01-01
248888,Chikara,Thiran,M,55705,9999-01-01
248902,Lihong,Esteva,M,40000,9999-01-01
248905,Sandeepan,Bakhtari,M,69154,1997-12-13
248908,Adit,Peha,F,45468,9999-01-01
248542,Pranay,Hitomi,M,63887,9999-01-01
248933,Insup,Miyakawa,M,40000,9999-01-01
248939,Paris,Ghelli,F,85101,1997-03-13
248939,Paris,Ghelli,F,85101,9999-01-01
248544,Basim,Murrill,F,65252,9999-01-01
248950,Arco,Olivero,M,56782,2000-03-20
248950,Arco,Olivero,M,56782,2002-06-17
248951,Matt,Zultner,M,47357,9999-01-01
248957,Tomokazu,Peyn,F,59820,9999-01-01
248959,Elrique,Noriega,M,62838,9999-01-01
248965,Mack,Spinelli,F,69156,9999-01-01
249150,Kauko,Vecchio,M,43908,1994-07-22
248973,Slavian,Akaboshi,M,56807,9999-01-01
248979,Bezalel,Pezzoli,F,90062,9999-01-01
248988,Lokesh,Wynblatt,F,65731,9999-01-01
248989,Radoslaw,Giarratana,M,40000,9999-01-01
248991,Maik,Ghandeharizadeh,M,40000,2000-08-13
248991,Maik,Ghandeharizadeh,M,40000,2000-12-04
248994,Heping,Picaronny,M,65894,9999-01-01
248996,Basim,Sewelson,F,40000,9999-01-01
249003,Saniya,Bondorf,M,40000,9999-01-01
249011,JoAnne,Fargier,F,42644,9999-01-01
249034,Arun,Ranum,M,47627,9999-01-01
249045,Dinkar,Businaro,F,48246,9999-01-01
249052,Houman,Awdeh,M,40000,9999-01-01
249067,Geoff,Hasenauer,M,41079,9999-01-01
249153,Arfst,Bridgland,M,40000,9999-01-01
249072,Kristin,Raczkowsky,M,49308,1993-02-22
249078,Tremaine,Orlowska,M,49049,9999-01-01
249082,Chikako,Mullainathan,F,40000,1990-12-13
249158,Tru,Pargas,F,61907,2002-05-02
249093,Koldo,Sridhar,M,40000,9999-01-01
249094,Subhrajyoti,Siepmann,M,64641,9999-01-01
249094,Subhrajyoti,Siepmann,M,64641,2001-01-30
249159,Marjo,Dichev,M,69111,9999-01-01
249110,Yongmao,Lund,F,59664,9999-01-01
249117,Ugo,Silva,M,67615,9999-01-01
249161,Baziley,Stanfel,M,40000,1991-03-02
249121,Pantung,Turnbull,M,51340,9999-01-01
249161,Baziley,Stanfel,M,40000,1987-03-15
249163,Dines,Boguraev,F,40000,1988-09-25
249166,Yuguang,Cooley,F,40000,9999-01-01
249170,Masaru,Clouatre,M,76490,9999-01-01
249174,Adam,Vernadat,M,89375,9999-01-01
249288,Youngkon,Marsiglia,F,67652,9999-01-01
249193,Fan,Radhakrishnan,M,58936,1987-04-30
249299,Shaleah,Hebert,M,53262,9999-01-01
249306,Sadok,Bahl,M,63854,1998-05-12
249324,Chinya,Androutsos,M,40000,9999-01-01
249193,Fan,Radhakrishnan,M,58936,9999-01-01
249194,Yongmin,Gimbel,F,41609,9999-01-01
249339,Seongbin,Coors,M,59037,9999-01-01
249341,Miquel,Reinhart,F,74912,9999-01-01
249343,Radhika,Zumaque,M,40000,9999-01-01
249222,Sverrir,Srimani,F,40000,9999-01-01
249355,Manu,Kalafatis,F,85370,9999-01-01
249369,Lidong,Chinen,M,72202,9999-01-01
249377,Xudong,Sichman,M,71678,2000-07-01
249381,Guiseppe,Chappelet,M,40000,9999-01-01
249387,Geraldo,Bharadwaj,M,70177,9999-01-01
249390,Utpal,Schusler,F,52721,2000-09-18
249225,Luise,Horswill,M,40000,9999-01-01
249394,Shiv,Crabtree,F,40000,9999-01-01
249395,Shooichi,Falby,M,53713,9999-01-01
249399,Aran,Eugenio,F,40000,9999-01-01
249400,Honesty,Krider,M,40000,1988-01-08
249226,Pranav,Hopewell,M,52120,1991-09-03
249409,Mrinalini,Soicher,M,53668,9999-01-01
249410,Caolyn,Comyn,F,46630,9999-01-01
249411,Kwan,Gulik,F,84575,9999-01-01
249227,Manton,Chorvat,M,41634,9999-01-01
249415,Panayotis,Noriega,M,46429,9999-01-01
249417,Heng,DasSarma,M,40000,9999-01-01
249233,Mara,McAffer,F,42914,9999-01-01
249237,Moti,Ciolek,M,40000,2000-10-03
249237,Moti,Ciolek,M,40000,9999-01-01
249429,Gill,Hainaut,F,48628,9999-01-01
249238,Khaled,Lampe,M,47039,9999-01-01
249439,Billur,Sidhu,F,65081,9999-01-01
249245,Ramzi,Baaz,M,64553,9999-01-01
249453,Shim,Merle,F,40000,9999-01-01
249261,Gil,Pettis,M,70545,9999-01-01
249457,Gonzalo,Frezza,F,40000,9999-01-01
249468,Yakkov,Ibel,M,55927,9999-01-01
249479,Pintsang,Brodal,M,40000,9999-01-01
249265,Hitomi,Asmuth,F,44846,1995-07-22
249276,Arra,Matheson,M,62183,9999-01-01
249567,Mostafa,Yetto,M,46671,9999-01-01
249568,Khosrow,Crelier,M,40000,9999-01-01
249578,Atreyi,Cheshire,F,44196,9999-01-01
249591,Shaw,Mersereau,M,45815,9999-01-01
249506,Alagu,Braunschweig,F,58916,9999-01-01
249507,Tommaso,Sommer,M,48088,9999-01-01
249515,Dinkar,Carrera,M,40000,9999-01-01
249515,Dinkar,Carrera,M,40000,2001-08-06
249602,Feiyu,Munos,F,40000,9999-01-01
249520,Chenye,Kemmerer,F,52651,9999-01-01
249521,Lunjin,Luan,M,40000,1987-04-14
249525,Mokhtar,Straney,M,99708,1997-07-17
249528,Bader,Spataro,F,40000,9999-01-01
249534,Tran,Zykh,M,44630,9999-01-01
249535,Gopalakrishnan,Camurati,M,40000,9999-01-01
249547,Gen,Uchoa,M,40000,9999-01-01
249548,Freyja,Jiafu,F,63507,9999-01-01
249549,Hitomi,Skafidas,M,49196,9999-01-01
249559,Yuichiro,Flanders,M,40000,9999-01-01
249711,Georg,Zambonelli,M,65758,9999-01-01
249719,Xiaoheng,Staudhammer,M,40000,9999-01-01
249720,Dipayan,Strehl,M,86813,9999-01-01
249721,Nigel,McConalogue,F,62255,9999-01-01
249603,Xiaopeng,Seuren,F,43340,2001-07-16
249726,Jinxi,Kalorkoti,M,40000,2000-08-01
249729,Aiichiro,Redmiles,M,40000,9999-01-01
249603,Xiaopeng,Seuren,F,43340,9999-01-01
249732,Kolar,Hiroyama,F,48458,9999-01-01
249732,Kolar,Hiroyama,F,48458,2001-02-05
249607,Yongqiao,Mahnke,M,40974,9999-01-01
249733,Kristian,Narahara,M,80671,1988-06-20
249736,Mari,Polajnar,F,58937,9999-01-01
249609,Kasturi,Pietrzykowski,M,64249,9999-01-01
249610,Tesuya,Puppe,M,40000,9999-01-01
249748,Zhongwei,Ozeri,M,46946,1991-10-01
249750,Sampalli,Koblitz,M,51167,9999-01-01
249613,Magy,Onuegbe,F,50443,9999-01-01
249758,Serge,Klerer,M,46877,9999-01-01
249761,Mayumi,Hoppenstand,M,53240,9999-01-01
249763,Josyula,Feldmann,F,52128,9999-01-01
249619,Steve,Selvestrel,F,79436,1999-01-17
249765,Apostol,Oxenboll,F,61674,9999-01-01
249766,Alain,Fontet,M,55581,1987-01-31
249624,Morris,Brandsma,F,65649,9999-01-01
249642,Yonghong,dAstous,M,59298,9999-01-01
249797,Arra,Snyers,M,57888,1998-05-29
249802,Rasiah,Pearson,M,46619,9999-01-01
249805,Kitty,Bazzichi,F,63973,9999-01-01
249806,Mantis,Ratnaker,F,40000,9999-01-01
249809,Xuejun,Peot,M,40000,9999-01-01
249643,Shawna,Lindqvist,F,54077,1999-07-13
249645,Cathie,Pokrovskii,F,40194,9999-01-01
249819,Suvo,Farrag,M,40000,2000-05-28
249646,Alper,Boudaillier,F,49232,9999-01-01
249822,Sergi,Cairo,M,84741,9999-01-01
249827,Michaela,Perna,F,69504,1994-12-20
249827,Michaela,Perna,F,69504,9999-01-01
249654,JoAnna,Zizka,M,91034,9999-01-01
249830,Willard,Simmen,F,68635,9999-01-01
249832,Khosrow,Peng,M,42846,1998-11-27
249663,Xuedong,Braccini,F,71103,2000-03-06
249843,Visit,Kandlur,M,63710,9999-01-01
249844,Sariel,Schueller,F,40000,1998-10-03
249663,Xuedong,Braccini,F,71103,9999-01-01
249666,Vishv,Mitchem,M,40000,1997-04-16
249667,Shawna,Walston,M,70280,9999-01-01
249673,Naraig,Klerer,F,74464,9999-01-01
249852,Ziya,Schade,F,94722,9999-01-01
249694,Uriel,Hutton,M,51914,9999-01-01
249861,Itzchak,Kornyak,F,40000,2001-01-02
249863,Masali,Chiola,M,40000,9999-01-01
249880,Zito,Eickenmeyer,F,47278,9999-01-01
249886,Radhika,Rossi,M,63142,9999-01-01
249696,Elrique,Whitcomb,M,50602,9999-01-01
249697,Mario,Kuzuoka,M,43164,9999-01-01
249900,Kasturi,Janocha,F,46563,9999-01-01
249708,Anoosh,Orlowski,M,54049,9999-01-01
249904,Kazuhiro,Asmuth,M,40584,1992-08-16
249904,Kazuhiro,Asmuth,M,40584,1995-09-05
249907,Odoardo,Kumaresan,F,47031,9999-01-01
249912,Moni,Itschner,F,51376,9999-01-01
249995,Shirish,Marletta,M,40000,1988-06-22
249923,Bowen,Frijda,M,59199,9999-01-01
249924,Remmert,Bale,M,53995,9999-01-01
249931,Berna,Oaver,M,45632,9999-01-01
249947,Arfst,Farrar,F,70544,9999-01-01
250000,Arch,Landherr,F,50402,9999-01-01
250004,Marit,Cannard,M,45540,9999-01-01
250005,Shooichi,Hagimont,F,40000,9999-01-01
250006,Deborah,Spataro,M,84272,9999-01-01
250015,DAIDA,Coombs,F,63339,9999-01-01
250023,Xudong,Kuszyk,M,40000,9999-01-01
250026,Sigeru,Cooke,F,40789,9999-01-01
250028,Shunichi,Delaune,M,40000,1998-08-10
250030,Pramod,Bail,M,40412,1994-08-23
250033,Uinam,Limongiello,F,40000,2000-03-07
250039,Sumali,Maierhofer,M,50165,9999-01-01
250059,Naraig,Masamoto,M,76238,1993-05-28
250060,Ghassan,Kalsbeek,M,78669,1998-05-25
250068,Kyoichi,Ghemri,M,78666,9999-01-01
250079,Fusako,Bouloucos,M,61346,1994-10-01
249958,Marjo,Bergere,F,61788,9999-01-01
249968,Suebskul,Birge,M,40000,1998-03-02
249968,Suebskul,Birge,M,40000,9999-01-01
249971,Christoper,Tzvieli,M,57150,9999-01-01
249972,Jinxi,Peck,M,57068,1985-11-28
250079,Fusako,Bouloucos,M,61346,9999-01-01
249979,Cullen,Pearson,M,41887,9999-01-01
250080,Zhensheng,Nitsche,M,50189,9999-01-01
249988,Masako,Casperson,M,77921,9999-01-01
250083,Zine,Matzel,F,49788,9999-01-01
250107,Zine,Doering,F,70781,1988-12-22
250141,Brewster,Chenney,F,46120,9999-01-01
250107,Zine,Doering,F,70781,1992-11-05
250117,Minghong,Mahnke,M,50086,9999-01-01
250158,Arie,Ritzmann,M,51935,9999-01-01
250163,Margareta,Saoudi,F,40000,9999-01-01
250169,Henk,Baja,M,41737,9999-01-01
250127,Anwar,Bahl,F,58136,2001-12-07
250127,Anwar,Bahl,F,58136,9999-01-01
250129,Karoline,Duclos,M,40000,9999-01-01
250130,Shigeo,Mersereau,M,50868,9999-01-01
250211,Kersti,Cronan,F,40000,9999-01-01
250295,Arto,Zultner,M,63757,1992-08-11
250213,Berhard,Murrill,M,40000,9999-01-01
250216,Navid,Schueller,F,40000,1998-02-06
250218,Uriel,Zongker,M,41127,1993-08-22
250218,Uriel,Zongker,M,41127,9999-01-01
250225,Fuqing,Beerel,M,50176,9999-01-01
250228,Teiji,Albarhamtoshy,M,63146,2000-05-05
250241,Chuanti,Shigei,F,40000,9999-01-01
250244,Shunichi,Muntz,F,86983,9999-01-01
250248,Shaz,Jumpertz,F,40000,1989-05-31
250248,Shaz,Jumpertz,F,40000,1989-08-29
250303,Xudong,Dulin,F,57582,1988-04-10
250257,Sachio,Huttel,F,40000,9999-01-01
250260,Baoqiu,Aloia,F,58362,9999-01-01
250264,Shir,Gecseg,M,55929,9999-01-01
250304,Brigham,Rusterholz,M,40000,9999-01-01
250272,Khalil,Birch,M,49754,9999-01-01
250276,Teruyuki,Schneeberger,M,40000,9999-01-01
250331,Vitaly,Roohalamini,F,40236,9999-01-01
250418,Yannis,Cools,M,71357,1998-11-23
250419,Greger,Bottner,F,40000,9999-01-01
250420,Danel,Conta,F,49702,9999-01-01
250423,Tua,Krupka,M,43880,9999-01-01
250428,Shigeu,Reinhart,F,40000,9999-01-01
250437,Khedija,Gyorkos,M,43489,1996-10-03
250454,Paddy,Bardell,M,74164,2000-03-19
250454,Paddy,Bardell,M,74164,9999-01-01
250460,Sumant,Schmiedel,M,40000,1990-01-07
250462,Vesna,Koyama,M,41223,9999-01-01
250464,Florian,Gimbel,F,85561,1989-07-23
250464,Florian,Gimbel,F,85561,9999-01-01
250470,Nimmagadda,Barvinok,M,40000,9999-01-01
250472,Zhilian,Yamaashi,F,63363,9999-01-01
250472,Zhilian,Yamaashi,F,63363,2001-09-19
250473,Miomir,Raoux,M,45298,9999-01-01
250477,Pascal,Rando,M,83282,9999-01-01
250478,Shaleah,Casley,M,62935,9999-01-01
250493,Woody,Aloisi,F,47561,9999-01-01
250496,Alper,Gyorkos,M,72952,1997-06-06
